Date,Close
8/23/2019,7.97
8/26/2019,8.05
8/27/2019,7.93
8/28/2019,7.94
8/29/2019,8.11
8/30/2019,8.25
9/3/2019,8.33
9/4/2019,8.8
9/5/2019,8.81
9/6/2019,8.71
9/9/2019,8.96
9/10/2019,9.14
9/11/2019,9.36
9/12/2019,9.26
9/13/2019,9.34
9/16/2019,9.38
9/17/2019,9.36
9/18/2019,9.38
9/19/2019,9.42
9/20/2019,9.37
9/23/2019,9.34
9/24/2019,8.97
9/25/2019,9.16
9/26/2019,9.02
9/27/2019,9.04
9/30/2019,8.94
10/1/2019,8.61
10/2/2019,8.51
10/3/2019,8.71
10/4/2019,8.57
10/7/2019,8.56
10/8/2019,8.28
10/9/2019,8.35
10/10/2019,8.45
10/11/2019,8.8
10/14/2019,8.72
10/15/2019,8.89
10/16/2019,8.9
10/17/2019,9.04
10/18/2019,8.96
10/21/2019,8.79
10/22/2019,9.06
10/23/2019,9.14
10/24/2019,8.95
10/25/2019,9
10/28/2019,9.07
10/29/2019,9.07
10/30/2019,10.11
10/31/2019,9.98
11/1/2019,10.38
11/4/2019,10.93
11/5/2019,10.97
11/6/2019,11.02
11/7/2019,11.29
11/8/2019,11.52
11/11/2019,11.35
11/12/2019,11.42
11/13/2019,11.29
11/14/2019,11.29
11/15/2019,11.52
11/18/2019,11.44
11/19/2019,11.5
11/20/2019,11.39
11/21/2019,11.53
11/22/2019,11.55
11/25/2019,11.58
11/26/2019,11.35
11/27/2019,11.29
11/29/2019,11.27
12/2/2019,11.16
12/3/2019,10.99
12/4/2019,10.9
12/5/2019,10.79
12/6/2019,11.1
12/9/2019,10.99
12/10/2019,11.01
12/11/2019,10.97
12/12/2019,11.44
12/13/2019,11.34
12/16/2019,11.17
12/17/2019,11.1
12/18/2019,10.96
12/19/2019,11.04
12/20/2019,11.03
12/23/2019,11.16
12/24/2019,11.19
12/26/2019,11.23
12/27/2019,11.18
12/30/2019,11.08
12/31/2019,11.16
1/2/2020,11.93
1/3/2020,11.97
1/6/2020,12.14
1/7/2020,12.05
1/8/2020,11.94
1/9/2020,11.91
1/10/2020,11.67
1/13/2020,12.12
